drug,creationDate,type,status
DB06014,2007-11-18,biotech,approved
DB06016,2007-11-18,small molecule,approved
DB06021,2007-11-18,small molecule,investigational
DB06039,2007-11-18,small molecule,investigational
DB06040,2007-11-18,small molecule,investigational
DB06042,2007-11-18,small molecule,investigational
DB06043,2007-11-18,biotech,approved
DB06049,2007-11-18,biotech,investigational
DB06058,2007-11-18,small molecule,investigational
DB06061,2007-11-18,small molecule,investigational
DB06063,2007-11-18,small molecule,investigational
DB06064,2007-11-18,small molecule,investigational
DB06069,2007-11-18,small molecule,investigational
DB06070,2007-11-18,small molecule,investigational
DB06071,2007-11-18,small molecule,investigational
DB06073,2007-11-18,small molecule,investigational
DB06075,2007-11-18,small molecule,investigational
DB06077,2007-11-18,small molecule,investigational
DB06080,2007-11-18,small molecule,investigational
DB06081,2007-11-18,small molecule,investigational
DB06082,2007-11-18,small molecule,investigational
DB06083,2007-11-18,small molecule,investigational
DB06087,2007-11-18,small molecule,investigational
DB06089,2007-11-18,small molecule,investigational
DB06090,2007-11-18,small molecule,investigational
DB06091,2007-11-18,small molecule,investigational
DB06093,2007-11-18,small molecule,investigational
DB06094,2007-11-18,small molecule,investigational
DB06096,2007-11-18,small molecule,investigational
DB06097,2007-11-18,small molecule,investigational
DB06098,2007-11-18,small molecule,investigational
DB06101,2007-11-18,biotech,investigational
DB06103,2007-11-18,small molecule,investigational
DB06106,2007-11-18,small molecule,investigational
DB06116,2007-11-18,small molecule,investigational
DB06117,2007-11-18,small molecule,investigational
DB06119,2007-11-18,small molecule,investigational
DB06124,2007-11-18,small molecule,investigational
DB06127,2007-11-18,small molecule,investigational
DB06129,2007-11-18,small molecule,investigational
DB06130,2007-11-18,biotech,investigational
DB06133,2007-11-18,small molecule,investigational
DB06134,2007-11-18,small molecule,investigational
DB06137,2007-11-18,small molecule,investigational
DB06138,2007-11-18,small molecule,investigational
DB06140,2007-11-18,small molecule,investigational
DB06144,2007-11-19,small molecule,withdrawn
DB06145,2007-11-19,small molecule,approved
DB06147,2007-11-19,small molecule,approved
DB06148,2007-11-25,small molecule,approved
DB06149,2007-12-05,small molecule,approved
DB06150,2007-12-10,small molecule,approved
DB06151,2008-01-15,small molecule,approved
DB06152,2008-01-20,small molecule,approved
DB06153,2008-01-21,small molecule,approved
DB06154,2008-01-30,small molecule,approved
DB06155,2008-02-14,small molecule,approved
DB06156,2008-03-19,small molecule,investigational
DB06157,2008-03-19,small molecule,investigational
DB06159,2008-03-19,small molecule,investigational
DB06160,2008-03-19,small molecule,investigational
DB06161,2008-03-19,small molecule,investigational
DB06162,2008-03-19,biotech,investigational
DB06163,2008-03-19,small molecule,investigational
DB06166,2008-03-19,small molecule,investigational
DB06168,2008-03-19,biotech,approved
DB06169,2008-03-19,small molecule,investigational
DB06171,2008-03-19,biotech,investigational
DB06174,2008-03-19,small molecule,investigational
DB06176,2008-03-19,small molecule,approved
DB06177,2008-03-19,small molecule,investigational
DB06178,2008-03-19,small molecule,investigational
DB06179,2008-03-19,small molecule,investigational
DB06182,2008-03-19,small molecule,investigational
DB06185,2008-03-19,small molecule,investigational
DB06186,2008-03-19,biotech,approved
DB06187,2008-03-19,small molecule,investigational
DB06188,2008-03-19,small molecule,investigational
DB06190,2008-03-19,small molecule,investigational
DB06191,2008-03-19,small molecule,investigational
DB06192,2008-03-19,biotech,investigational
DB06193,2008-03-19,small molecule,approved
DB06194,2008-03-19,small molecule,investigational
DB06195,2008-03-19,small molecule,investigational
DB06196,2008-03-19,small molecule,approved
DB06197,2008-03-19,small molecule,investigational
DB06198,2008-03-19,small molecule,investigational
DB06199,2008-03-19,small molecule,investigational
DB06200,2008-03-19,small molecule,investigational
DB06201,2008-03-19,small molecule,approved
DB06202,2008-03-19,small molecule,approved
DB06203,2008-03-19,small molecule,approved
DB06204,2008-03-19,small molecule,approved
DB06205,2008-03-19,biotech,approved
DB06206,2008-03-19,small molecule,approved
DB06207,2008-03-19,small molecule,approved
DB06209,2008-03-19,small molecule,approved
DB06210,2008-03-19,small molecule,approved
DB06211,2008-03-19,small molecule,approved
DB06212,2008-03-19,small molecule,approved
DB06213,2008-03-19,small molecule,approved
DB06215,2008-03-19,small molecule,approved
DB06216,2008-03-19,small molecule,approved
DB06217,2008-03-19,small molecule,approved
DB06218,2008-03-19,small molecule,approved
DB06219,2008-03-19,small molecule,approved
DB06224,2008-03-19,small molecule,investigational
DB06226,2008-03-19,biotech,investigational
DB06228,2008-03-19,small molecule,approved
DB06229,2008-03-19,small molecule,investigational
DB06230,2008-03-19,small molecule,withdrawn
DB06231,2008-03-19,small molecule,investigational
DB06233,2008-03-19,small molecule,investigational
DB06234,2008-03-19,small molecule,investigational
DB06235,2008-03-19,small molecule,investigational
DB06236,2008-03-19,small molecule,investigational
DB06237,2008-03-19,small molecule,approved
DB06240,2008-03-19,small molecule,investigational
DB06241,2008-03-19,biotech,investigational
DB06243,2008-03-19,small molecule,withdrawn
DB06244,2008-03-19,biotech,investigational
DB06245,2008-03-19,biotech,investigational
DB06246,2008-03-19,small molecule,investigational
DB06247,2008-03-19,small molecule,investigational
DB06248,2008-03-19,small molecule,investigational
DB06249,2008-03-19,small molecule,approved
DB06250,2008-03-19,small molecule,investigational
DB06251,2008-03-19,small molecule,investigational
DB06253,2008-03-19,small molecule,investigational
DB06255,2008-03-19,small molecule,approved
DB06258,2008-03-19,small molecule,investigational
DB06260,2008-03-19,small molecule,approved
DB06261,2008-03-19,small molecule,approved
DB06262,2008-03-19,small molecule,approved
DB06263,2008-03-19,small molecule,approved
DB06264,2008-03-19,small molecule,approved
DB06266,2008-03-19,small molecule,investigational
DB06267,2008-03-19,small molecule,approved
DB06268,2008-03-19,small molecule,withdrawn
DB06270,2008-03-19,small molecule,investigational
DB06271,2008-03-19,biotech,approved
DB06272,2008-03-19,small molecule,approved
DB06273,2008-03-19,biotech,approved
DB06274,2008-03-19,small molecule,approved
DB06276,2008-03-19,small molecule,investigational
DB06280,2008-03-19,small molecule,investigational
DB06281,2008-03-19,small molecule,investigational
DB06282,2008-03-19,small molecule,approved
DB06283,2008-03-19,small molecule,approved
DB06285,2008-03-19,biotech,approved
DB06287,2008-03-19,small molecule,approved
DB06288,2008-03-19,small molecule,approved
DB06290,2008-03-19,small molecule,approved
DB06292,2008-03-19,small molecule,approved
DB06293,2008-03-19,small molecule,investigational
DB06295,2008-03-19,small molecule,investigational
DB06297,2008-03-19,small molecule,investigational
DB06302,2008-03-19,small molecule,investigational
DB06305,2008-03-19,biotech,investigational
DB06306,2008-03-19,small molecule,investigational
DB06307,2008-03-19,small molecule,investigational
DB06309,2008-03-19,small molecule,investigational
DB06310,2008-03-19,biotech,investigational
DB06311,2008-03-19,small molecule,investigational
DB06317,2008-03-19,biotech,approved
DB06323,2008-03-19,biotech,investigational
DB06325,2008-03-19,small molecule,investigational
DB06326,2008-03-19,biotech,investigational
DB06328,2008-03-19,small molecule,investigational
DB06331,2008-03-19,small molecule,investigational
DB06333,2008-03-19,biotech,investigational
DB06334,2008-03-19,small molecule,investigational
DB06335,2008-03-19,small molecule,approved
DB06336,2008-03-19,small molecule,investigational
DB06342,2008-03-19,biotech,investigational
DB06346,2008-03-19,small molecule,investigational
DB06350,2008-03-19,small molecule,investigational
DB06354,2008-03-19,small molecule,investigational
DB06358,2008-03-19,small molecule,investigational
DB06360,2008-03-19,small molecule,investigational
DB06361,2008-03-19,biotech,approved
DB06362,2008-03-19,small molecule,investigational
DB06365,2008-03-19,small molecule,investigational
DB06366,2008-03-19,biotech,approved
DB06367,2008-03-19,small molecule,investigational
DB06368,2008-03-19,small molecule,investigational
DB06370,2008-03-19,small molecule,investigational
DB06371,2008-03-19,biotech,investigational
DB06372,2008-03-19,biotech,approved
DB06376,2008-03-19,small molecule,investigational
DB06379,2008-03-19,biotech,investigational
DB06393,2008-03-19,small molecule,investigational
DB06395,2008-03-19,small molecule,investigational
DB06397,2008-03-19,small molecule,investigational
DB06399,2008-03-19,biotech,investigational
DB06400,2008-03-19,small molecule,investigational
DB06401,2008-03-19,small molecule,approved
DB06402,2008-03-19,small molecule,approved
DB06403,2008-03-19,small molecule,approved
DB06404,2008-03-19,biotech,approved
DB06406,2008-03-19,small molecule,investigational
DB06408,2008-03-19,small molecule,investigational
DB06410,2008-03-19,small molecule,approved
DB06412,2008-03-19,small molecule,approved
DB06413,2008-03-19,small molecule,approved
DB06414,2008-03-19,small molecule,approved
DB06415,2008-03-19,small molecule,approved
DB06419,2008-03-19,small molecule,investigational
DB06420,2008-03-19,small molecule,investigational
DB06421,2008-03-19,small molecule,investigational
DB06422,2008-03-19,small molecule,investigational
DB06429,2008-03-19,small molecule,investigational
DB06431,2008-03-19,small molecule,investigational
DB06433,2008-03-19,small molecule,investigational
DB06434,2008-03-19,small molecule,investigational
DB06435,2008-03-19,small molecule,investigational
DB06436,2008-03-19,small molecule,investigational
DB06437,2008-03-19,small molecule,investigational
DB06439,2008-03-19,small molecule,approved
DB06440,2008-03-19,small molecule,investigational
DB06441,2008-03-19,small molecule,approved
DB06442,2008-03-19,small molecule,investigational
DB06444,2008-03-19,small molecule,investigational
DB06445,2008-03-19,small molecule,investigational
DB06446,2008-03-19,small molecule,investigational
DB06448,2008-03-19,small molecule,investigational
DB06449,2008-03-19,small molecule,investigational
DB06451,2008-03-19,small molecule,investigational
DB06453,2008-03-19,small molecule,investigational
DB06454,2008-03-19,small molecule,investigational
DB06455,2008-03-19,small molecule,investigational
DB06457,2008-03-19,small molecule,investigational
DB06458,2008-03-19,small molecule,investigational
DB06460,2008-03-19,small molecule,investigational
DB06461,2008-03-19,small molecule,investigational
DB06467,2008-03-19,biotech,investigational
DB06468,2008-03-19,small molecule,investigational
DB06469,2008-03-19,small molecule,investigational
DB06470,2008-03-19,small molecule,investigational
DB06471,2008-03-19,small molecule,investigational
DB06472,2008-03-19,small molecule,investigational
DB06475,2008-03-19,biotech,investigational
DB06477,2008-03-19,small molecule,investigational
DB06478,2008-03-19,small molecule,investigational
DB06479,2008-03-19,small molecule,investigational
DB06480,2008-03-19,small molecule,approved
DB06481,2008-03-19,small molecule,investigational
DB06482,2008-03-19,small molecule,investigational
DB06485,2008-03-19,small molecule,investigational
DB06486,2008-03-19,small molecule,investigational
DB06492,2008-03-19,biotech,investigational
DB06493,2008-03-19,small molecule,investigational
DB06494,2008-03-19,small molecule,investigational
DB06495,2008-03-19,biotech,investigational
DB06504,2008-03-19,small molecule,investigational
DB06506,2008-03-19,small molecule,investigational
DB06510,2008-03-19,small molecule,investigational
DB06512,2008-03-19,small molecule,investigational
DB06515,2008-03-19,small molecule,investigational
DB06519,2008-03-19,small molecule,investigational
DB06521,2008-03-19,small molecule,investigational
DB06523,2008-03-19,small molecule,investigational
DB06525,2008-03-19,small molecule,investigational
DB06527,2008-03-19,small molecule,investigational
DB06529,2008-03-19,small molecule,investigational
DB06530,2008-03-19,small molecule,investigational
